0b0b0bb0b0b00000000000000r0r0rr0r0r0,"(2, 5, (2, 5))",0.0
0b0b0bb0b0b00000000000000r0r0rr0r0r0,"(2, 1, (2, 1))",0.0
0b0b0bb0b0b00000000000000r0r0rr0r0r0,"(2, 3, (2, 3))",0.0
0b0b0bb0b0b00000000000000r0r0rr0r0r0,"(2, 1, (2, 1))",0.0
0b0b0bb0b00000000br00000000r0rr0r0r0,"(3, 4, (3, 4))",0.0
0b0b0bb0b00000000br00000000r0rr0r0r0,"(1, 4, (1, 4))",0.0
0b0b0bb0b00000000br00000000r0rr0r0r0,"(2, 1, (2, 1))",0.0
0b0b0bb0b00000000rr0000000000rr0r0r0,"(1, 4, (1, 4))",-0.1
0b0R0bb0b000000000r0000000000rr0r0r0,"(1, 4, (1, 4))",-0.35000000000000003
0b0000b000b00R0000r0000000000rr0r0r0,"(3, 2, (3, 2))",-0.30000000000000004
0b0000b000b00R0000r0000000000rr0r0r0,"(1, 2, (1, 2))",-0.45
0b00000000b00r000000b00000000rr0r0r0,"(1, 0, (1, 0))",-0.30000000000000004
000000b0r0b000000000b00000000rr0r0r0,"(4, 1, (4, 1))",-0.30000000000000004
0R0000b000b00000000000000b000rr0r0r0,"(2, 1, (2, 1))",-0.45
0R000000r0b000000000000000000rr000r0,"(2, 3, (2, 3))",-0.65
0R0R00000000000b0000000000000rr000r0,"(3, 2, (3, 2))",-0.8
000R00R0000000000000b00000000rr000r0,"(4, 1, (4, 1))",-0.8
000000R0R0000000000000000b000rr000r0,"(5, 2, (5, 2))",-0.65
00000000R0000R000000000000000rr0B0r0,"(4, 1, (4, 1))",-0.65
0b0b0b00b0b00b0000r00000000r0rr0r0r0,"(2, 5, (2, 5))",0.0
0b0b0b00b0b00b0000r00000000r0rr0r0r0,"(1, 0, (1, 0))",0.0
0b0b0b00b0b00b0000r00000000r0rr0r0r0,"(3, 2, (3, 2))",0.0
0b0b0b00b0b00b0000r00000000r0rr0r0r0,"(2, 3, (2, 3))",0.0
0b0b0b00b0b00b0000r00000000r0rr0r0r0,"(1, 0, (1, 0))",0.0
0b0b0b00b0000b000br0r00000000rr0r0r0,"(1, 0, (1, 0))",0.0
0b0b0b00b0000b000br0r00000000rr0r0r0,"(1, 4, (1, 4))",0.0
0b0b0b00b0000b000br0r00000000rr0r0r0,"(3, 4, (3, 4))",0.0
0b0b0b00b0000b000br0r00000000rr0r0r0,"(4, 3, (4, 3))",0.1
000b0bb0b0000b0r0br0000000000rr0r0r0,"(3, 4, (3, 4))",0.1
000b0bb0b0000b0r0br0000000000rr0r0r0,"(1, 4, (1, 4))",0.0
000b0bb0b0000b0r0br0000000000rr0r0r0,"(3, 2, (3, 2))",0.0
000b0bb0r00000000b0000b000000rr0r0r0,"(4, 3, (4, 3))",0.0
000b0bb0r00000000b0000b000000rr0r0r0,"(2, 1, (2, 1))",0.0
0R0b0bb0000000000b000000000b0rr0r0r0,"(1, 2, (1, 2))",-0.15000000000000002
00000bb00000000R0b000000000b0rr0r0r0,"(2, 1, (2, 1))",-0.25
00000bb00000000R0b000000000b0rr0r0r0,"(1, 4, (1, 4))",-0.25
00000br00000000R0b00000000000rr0r000,"(3, 4, (3, 4))",-0.45
00000br00000000R0b00000000000rr0r000,"(1, 4, (1, 4))",-0.45
0R000b000000000R000000b000000rr0r000,"(1, 4, (1, 4))",-0.6000000000000001
0R000R0000000000000000b000000rr0r000,"(4, 3, (4, 3))",-0.7000000000000001
00000RR00000000000000000000b0rr0r000,"(5, 4, (5, 4))",-0.55
000000R000R000000000000000000rr0r0B0,"(4, 3, (4, 3))",-0.55
000b0bb0b0b00b0000r0r00000000rr0r0r0,"(2, 3, (2, 3))",0.0
000b0bb0b0b00b0000r0r00000000rr0r0r0,"(4, 3, (4, 3))",0.1
000b0bb0b0b00b0000r0r00000000rr0r0r0,"(2, 5, (2, 5))",0.0
000b0bb0b0b00b0000r0r00000000rr0r0r0,"(2, 3, (2, 3))",0.0
000b0bb0r0b0000b0000r00000000rr0r0r0,"(2, 1, (2, 1))",0.0
000b0bb0r0b0000b0000r00000000rr0r0r0,"(4, 1, (4, 1))",0.0
000b0bb0r0b0000b0000r00000000rr0r0r0,"(2, 5, (2, 5))",-0.1
000b0bb0r0b0000b0000r00000000rr0r0r0,"(3, 4, (3, 4))",-0.1
00000bb000b00b0b0000r0r0000000r0r0r0,"(2, 5, (2, 5))",0.0
00000bb000b00b0b0000r0r0000000r0r0r0,"(4, 5, (4, 5))",0.1
00000bb000b00b0b0000r0r0000000r0r0r0,"(3, 0, (3, 0))",0.0
00000bb000b00b0b0000r0r0000000r0r0r0,"(4, 1, (4, 1))",0.1
00000bb000b00b0b0000r0r0000000r0r0r0,"(4, 3, (4, 3))",0.1
00000bb000r00b000b0000r0000000r0r0r0,"(2, 3, (2, 3))",0.0
00000bb000r00b000b0000r0000000r0r0r0,"(3, 2, (3, 2))",-0.1
00000bb000r00b000b0000r0000000r0r0r0,"(4, 3, (4, 3))",0.0
00000bb000r00b000b0000r0000000r0r0r0,"(3, 0, (3, 0))",-0.1
000000b0r0000b000b000000000000r0r0r0,"(3, 0, (3, 0))",-0.1
000000b0r0000b000b000000000000r0r0r0,"(3, 4, (3, 4))",-0.1
000000b0r0000b000b000000000000r0r0r0,"(3, 2, (3, 2))",-0.1
0R0000b0000000000bb00000000000r0r0r0,"(2, 1, (2, 1))",-0.25
0R0000b0000000000bb00000000000r0r0r0,"(4, 1, (4, 1))",-0.25
0R0000b0000000000bb00000000000r0r0r0,"(3, 4, (3, 4))",-0.25
000000R000000b000bb00000000000r0r0r0,"(3, 4, (3, 4))",-0.25
000000R000000b000bb00000000000r0r0r0,"(3, 2, (3, 2))",-0.25
000000R000000b000bb00000000000r0r0r0,"(4, 1, (4, 1))",-0.25
000000000000000000b0R0b0000000r0r0r0,"(4, 3, (4, 3))",-0.35000000000000003
000000000000000000b0R0b0000000r0r0r0,"(4, 1, (4, 1))",-0.35000000000000003
000000000000000000b0R0b0000000r0r0r0,"(4, 5, (4, 5))",-0.3815
000000000000000000b0R0r0000000r000r0,"(4, 1, (4, 1))",-0.45
0000000000000000000000r00b0R00r000r0,"(5, 2, (5, 2))",-0.30000000000000004
000000000000000r00000000000R00r0B0r0,"(4, 1, (4, 1))",-0.30000000000000004
000000000000000000r0R0b0000000r000r0,"(4, 3, (4, 3))",-0.45
000000000000000000r0R0b0000000r000r0,"(4, 5, (4, 5))",-0.45
0000000000000r000000R000000b00r000r0,"(5, 2, (5, 2))",-0.30000000000000004
000000r0000000000000R000000000r0B0r0,"(4, 3, (4, 3))",-0.30000000000000004
000000r0000000000000R000000000r0B0r0,"(4, 1, (4, 1))",-0.30000000000000004
0R000000000000000000R000000B00r000r0,"(2, 1, (2, 1))",-0.30000000000000004
0R000000000000000000R000000B00r000r0,"(5, 2, (5, 2))",-0.45
0R000000000000000000R000000B00r000r0,"(3, 4, (3, 4))",-0.45
000000R000000B0000000000000000r000r0,"(1, 2, (1, 2))",-0.30000000000000004
00000000B0000R0000000000000000r000r0,"(3, 0, (3, 0))",-0.15000000000000002
000000000000000000B000000r00000000r0,"(5, 2, (5, 2))",-0.05
000000000000000000B000000r00000000r0,"(2, 1, (2, 1))",-0.05
000000000000000000000000000r0000B000,"(4, 1, (4, 1))",-0.05
00000000000000000000r0000B0000000000,"(5, 0, (5, 0))",-0.15000000000000002
00000000000000000000r0000B0000000000,"(2, 3, (2, 3))",0.15000000000000002
00000000000000000000r0000B0000000000,"(3, 0, (3, 0))",-0.05
0000000000000r0000000000000000B00000,"(4, 1, (4, 1))",-0.1458652695
000000r000000000000000000B0000000000,"(5, 0, (5, 0))",0.05490500000000001
000000r000000000000000000B0000000000,"(3, 0, (3, 0))",-0.05
000000r000000000000000000B0000000000,"(5, 2, (5, 2))",-0.05
000000r000000000000000000B0000000000,"(3, 2, (3, 2))",-0.15000000000000002
0R0000000000000000000000000000B00000,"(4, 1, (4, 1))",-0.10907290000000001
000000R000000000000000000B0000000000,"(5, 0, (5, 0))",-0.10900000000000001
000000R000000000000000000B0000000000,"(3, 2, (3, 2))",0.0
000000R000000000000000000B0000000000,"(5, 2, (5, 2))",0.0
000000R000000000000000000B0000000000,"(3, 0, (3, 0))",-0.2
0000000000000R0000000000000000B00000,"(4, 1, (4, 1))",-0.1090729531441
000000000000000000R000000B0000000000,"(5, 0, (5, 0))",-0.10900000000000001
000000000000000000R000000B0000000000,"(5, 2, (5, 2))",-0.30000000000000004
000000000000000000R000000B0000000000,"(3, 2, (3, 2))",0.0
0000000000000000000000000R0000B00000,"(3, 2, (3, 2))",0.05
